pay_method,order_hour_of_day,days_since_prior_order,Total_Price,total_barang,time_pickup_sec,time_service_sec
3,12,4,39.55,7,425,193
1,12,30,115.6,17,748,434
1,12,7,48.34,9,617,147
2,12,21,115.03,16,610,581
1,12,30,22.37,3,192,274
2,12,14,86.23,15,718,270
1,12,10,71.84,12,719,163
1,12,30,305.04,44,2098,197
3,12,23,31.39,4,314,216
3,12,12,61.38,9,477,254
3,12,4,38.87,7,326,239
2,12,7,49.18,7,406,253
2,12,12,11.94,3,341,161
1,12,12,47.03,9,542,173
1,12,19,47.49,8,358,301
2,12,13,98.37,13,706,244
1,12,25,32.85,5,364,213
3,12,30,22.36,4,275,227
3,12,30,7.94,1,196,220
1,12,7,144.89,21,969,203
3,12,7,228.06,30,1294,333
3,12,11,85.77,15,781,196
2,12,1,24.06,4,169,400
1,12,30,90.48,12,588,321
1,12,30,85.33,11,672,186
1,12,18,237.64,31,1431,342
2,12,30,94.93,16,783,204
3,12,2,71.2,9,616,179
3,12,7,93.06,15,665,287
3,12,5,135.41,17,906,158
1,12,4,37.23,5,332,226
3,12,30,177.85,28,1284,312
2,12,8,78.52,12,642,131
3,12,3,59.06,9,506,240
1,12,13,58.29,11,710,159
1,12,30,60.52,7,400,167
3,12,8,163.22,25,1149,309
3,12,7,41.91,6,460,206
1,12,8,51.75,8,562,184
3,12,30,89.99,13,720,207
1,12,3,55.88,10,591,136
3,12,30,4.19,1,213,191
3,12,26,20.26,4,300,223
1,12,30,23.8,4,288,196
1,12,30,87.19,16,815,148
2,12,8,66.87,10,638,133
1,12,30,10.78,2,265,154
3,12,3,84.01,11,654,137
2,12,11,49.36,7,404,291
1,12,30,34.79,6,441,193
3,12,5,30.29,5,340,253
2,12,8,35.58,9,528,203
1,12,30,15.77,3,238,263
3,12,14,59.78,8,417,407
3,12,30,83.56,14,927,128
2,12,12,11.69,1,136,260
3,12,7,142.52,23,1168,200
3,12,4,55.45,8,491,208
1,12,30,13.28,2,306,178
1,12,10,69.93,15,604,409
1,12,30,15.26,4,331,218
3,12,13,63.98,10,617,179
3,12,5,129.61,27,1194,258
3,12,16,42.94,6,382,213
1,12,7,254.59,32,1533,187
2,12,30,20.86,4,332,160
3,12,2,17.48,2,142,337
2,12,8,40.25,5,183,419
2,12,9,24.92,4,293,255
3,12,13,150.7,27,1190,267
3,12,7,137.26,22,1019,301
3,12,25,175.84,22,897,379
1,12,22,158.02,22,1044,291
1,12,22,115.64,14,836,154
2,12,8,57.89,9,595,200
1,12,6,194.09,26,1352,126
2,12,30,41.96,5,393,150
3,12,7,9.17,2,101,397
1,12,30,97.81,13,751,163
1,12,22,134.73,19,883,241
2,12,3,54.13,8,553,138
3,12,5,1.59,1,202,173
2,12,30,70.26,6,306,257
3,12,30,182.74,17,931,138
1,12,21,124.49,20,1019,243
3,12,11,151.27,19,970,141
2,12,30,5.99,1,110,235
1,12,7,118.65,18,1071,136
1,12,30,196.23,26,1218,144
1,12,30,29.76,4,332,165
1,12,30,69.41,10,346,391
3,12,18,39.17,4,424,160
1,12,12,24.97,3,274,163
3,12,2,214.81,29,1417,177
3,12,13,160.29,26,1242,208
1,12,8,78.21,12,706,160
2,12,1,11.47,3,105,367
2,12,8,161.52,20,1038,204
1,12,11,71.88,10,368,341
1,12,16,51.68,8,466,272
3,12,30,20.55,3,274,262
1,12,30,86.74,10,523,257
1,12,30,69.73,12,691,234
2,12,5,106.62,17,689,493
3,12,2,218.2,31,1611,139
3,12,10,24.46,4,184,337
3,12,28,47.41,8,239,366
3,12,4,195.43,24,1222,185
1,12,18,17.0,2,275,228
3,12,14,5.99,1,411,133
2,12,30,122.57,16,931,167
1,12,14,206.96,34,1533,276
1,12,8,46.45,9,483,239
3,12,14,39.49,7,455,147
2,12,30,117.18,15,801,278
2,12,2,32.97,3,129,347
2,12,12,84.6,11,641,126
3,12,10,58.27,9,605,174
1,12,30,3.56,1,294,174
3,12,7,24.52,4,89,396
3,12,30,113.35,17,859,225
1,12,14,292.11,48,2085,346
3,12,30,3.49,1,232,195
3,12,30,9.32,2,356,168
1,12,3,80.32,12,667,215
3,12,30,10.97,2,2,443
2,12,25,119.7,23,909,364
2,12,9,126.21,16,857,172
3,12,6,42.89,6,449,157
2,12,14,154.8,11,737,157
1,12,5,84.72,14,642,395
1,12,14,47.12,9,547,129
3,12,30,68.4,12,579,384
2,12,6,203.69,27,1124,387
2,12,9,114.88,19,1019,139
3,12,14,106.96,20,989,150
1,12,30,96.06,16,837,172
1,12,7,55.91,8,466,265
1,12,20,92.96,12,698,172
1,12,30,74.5,12,760,157
1,12,3,14.44,2,230,208
3,12,9,19.05,3,329,190
1,12,13,15.76,2,173,322
3,12,30,175.29,24,1177,151
3,12,19,224.28,36,1759,249
3,12,7,106.64,14,842,192
1,12,26,169.68,22,1240,136
1,12,16,26.25,5,192,394
2,12,30,45.33,8,464,182
3,12,5,28.1,5,406,132
2,12,11,46.25,8,568,140
3,12,27,15.32,5,380,167
1,12,30,7.99,1,295,135
1,12,27,52.79,7,436,227
1,12,14,18.67,3,256,239
3,12,4,32.98,6,342,257
1,12,30,85.18,10,619,131
1,12,3,80.35,13,730,170
1,12,30,6.98,1,278,133
1,12,3,34.41,6,358,265
1,12,23,38.12,5,318,197
3,12,30,27.92,4,215,462
3,12,8,124.42,18,910,160
3,12,30,153.14,21,1004,328
1,12,30,6.39,1,18,397
2,12,30,37.36,7,444,269
3,12,11,113.06,18,829,258
2,12,0,20.15,4,392,202
2,12,30,76.19,10,557,189
2,12,30,156.81,22,1167,171
1,12,30,45.29,8,468,205
2,12,30,46.26,9,389,349
1,12,30,10.71,3,247,288
3,12,7,69.4,9,499,253
1,12,30,62.64,6,147,593
3,12,4,45.34,9,559,179
3,12,13,46.6,7,435,125
1,12,30,25.28,3,166,352
3,12,6,112.68,18,963,174
1,12,30,15.48,2,164,308
3,12,30,6.99,1,192,228
1,12,30,39.52,8,468,191
3,12,6,93.81,12,691,165
1,12,30,27.21,4,317,208
1,12,7,174.03,25,1399,134
1,12,16,50.03,7,184,490
2,12,27,33.93,5,350,208
3,12,30,10.99,1,216,173
2,12,30,9.69,2,162,259
3,12,2,38.61,6,392,215
2,12,1,95.83,16,803,310
3,12,30,22.84,4,366,158
2,12,9,80.72,14,783,199
3,12,29,12.71,2,98,312
3,12,10,159.23,24,1239,211
3,12,21,114.35,19,779,453
1,12,7,62.01,9,354,325
1,12,30,149.3,21,1060,205
1,12,5,35.04,5,209,331
1,12,13,58.75,10,550,194
2,12,15,18.95,3,356,129
2,12,30,133.5,17,856,238
1,12,3,108.4,15,717,251
1,12,7,98.96,17,913,183
3,12,1,66.61,11,545,272
3,12,12,62.82,14,725,259
1,12,30,209.8,36,1743,158
1,12,30,15.74,3,348,162
3,12,30,30.46,4,386,130
2,12,30,110.44,19,944,167
1,12,7,85.5,14,532,492
1,12,26,43.81,7,384,187
2,12,30,10.87,2,71,330
3,12,16,89.78,14,744,252
2,12,29,55.29,8,424,354
2,12,20,194.59,29,1389,136
1,12,16,35.93,5,390,139
2,12,4,77.68,13,700,127
1,12,3,109.55,17,736,443
3,12,3,67.63,6,340,308
2,12,3,77.83,14,818,152
3,12,30,43.41,9,392,324
3,12,30,20.47,3,279,138
1,12,10,30.75,5,468,156
1,12,3,48.78,7,395,282
2,12,7,31.24,5,325,241
3,12,7,100.03,13,650,272
1,12,29,70.92,10,643,142
3,12,4,6.59,1,86382,341
3,12,3,56.67,11,598,213
1,12,30,75.63,13,796,167
1,12,16,62.98,10,487,304
3,12,6,58.76,9,533,168
2,12,14,91.71,14,706,277
1,12,30,167.88,15,828,183
3,12,4,209.9,34,1511,256
3,12,25,19.07,3,293,253
1,12,13,82.96,15,710,307
1,12,1,9.56,2,238,174
2,12,27,82.65,19,944,151
2,12,1,9.95,2,191,247
3,12,19,79.21,11,558,271
2,12,0,31.0,6,403,202
2,12,30,42.5,7,467,152
1,12,0,125.82,22,951,334
3,12,18,100.39,13,691,205
1,12,13,75.14,7,455,229
1,12,26,24.18,3,167,365
1,12,30,24.55,4,195,292
3,12,13,104.99,15,782,186
3,12,30,54.77,7,399,274
1,12,30,108.08,19,979,166
3,12,30,35.32,5,380,209
3,12,13,127.47,18,971,257
3,12,16,75.09,9,564,166
2,12,6,40.36,6,450,157
1,12,17,107.61,14,708,245
3,12,1,60.32,8,496,184
3,12,6,46.72,7,392,212
1,12,4,35.26,7,427,261
3,12,1,21.44,4,305,174
2,12,30,128.16,19,951,236
1,12,7,93.29,15,756,223
3,12,21,33.51,5,391,201
3,12,24,96.7,13,649,167
1,12,30,15.28,2,232,192
3,12,17,150.88,23,1183,179
1,12,30,81.57,15,835,232
3,12,25,35.63,7,431,200
2,12,30,132.83,16,769,312
3,12,21,805.5,31,1630,255
3,12,29,79.17,12,615,248
3,12,7,40.55,7,419,257
2,12,6,52.34,6,327,239
1,12,29,16.51,3,290,136
3,12,7,118.3,20,838,249
3,12,30,58.13,11,523,297
2,12,11,27.39,4,354,150
3,12,3,72.53,11,715,133
2,12,12,5.99,1,155,239
1,12,19,76.86,14,756,179
3,12,21,254.0,39,1753,341
3,12,5,27.64,5,337,189
3,12,30,69.47,9,388,315
1,12,1,36.75,4,196,300
3,12,4,85.17,9,630,125
1,12,30,113.41,20,1023,167
3,12,30,159.9,23,1154,255
2,12,30,162.8,20,1042,215
1,12,30,22.25,3,399,141
1,12,25,6.39,1,146,283
3,12,28,43.78,6,437,148
1,12,30,198.66,18,951,272
1,12,0,18.86,6,473,173
1,12,10,44.59,5,351,216
3,13,6,8.98,1,220,166
1,13,30,103.5,12,511,323
3,13,7,86.29,14,893,169
3,13,30,33.4,5,345,220
3,13,30,27.72,5,385,161
3,13,30,88.91,14,645,278
3,13,8,131.74,21,883,460
2,13,16,70.98,8,511,198
3,13,30,81.42,12,715,186
1,13,0,70.53,11,622,176
2,13,30,37.93,5,346,235
3,13,6,32.09,5,438,153
3,13,30,229.57,36,1654,253
3,13,30,81.58,13,644,267
2,13,29,38.35,6,252,414
1,13,30,9.06,2,20,397
3,13,30,77.08,10,593,135
3,13,30,4.57,1,72,325
2,13,30,80.27,13,649,166
1,13,5,48.06,7,259,334
2,13,14,29.48,3,301,228
3,13,30,119.08,15,519,519
2,13,6,23.74,5,401,166
3,13,26,7.89,2,142,296
1,13,9,80.94,12,590,260
1,13,30,110.17,20,1007,234
2,13,3,26.39,3,199,284
1,13,22,44.99,7,437,176
2,13,2,34.62,7,534,146
2,13,6,52.63,10,599,186
2,13,12,168.36,27,1156,300
1,13,28,137.08,21,968,338
3,13,30,66.94,11,503,223
3,13,10,37.56,5,369,168
1,13,21,76.99,14,818,138
1,13,16,207.29,30,1462,252
1,13,17,34.82,7,469,141
2,13,8,39.52,5,384,215
3,13,7,86.71,14,724,271
1,13,4,26.59,5,63,515
3,13,8,116.99,17,868,168
1,13,9,113.18,20,972,222
1,13,30,27.79,4,260,337
3,13,30,61.13,9,547,183
1,13,9,20.87,3,266,205
2,13,3,91.12,12,502,407
3,13,30,8.2,1,215,182
1,13,30,64.88,8,379,330
3,13,22,12.55,2,187,279
3,13,1,64.95,10,433,357
3,13,30,62.35,9,551,202
3,13,4,107.02,17,776,312
1,13,30,87.67,15,704,372
1,13,11,89.34,16,859,129
2,13,30,88.61,14,787,151
1,13,30,31.77,3,308,142
3,13,18,126.42,19,965,221
3,13,30,79.73,14,763,228
1,13,11,62.21,9,519,202
1,13,9,52.7,10,437,337
1,13,3,45.72,7,482,138
3,13,30,19.16,4,298,203
1,13,28,64.24,11,572,326
3,13,1,20.69,4,281,233
3,13,5,136.8,24,1203,183
1,13,7,274.31,37,1729,287
2,13,30,97.1,17,826,206
1,13,12,141.59,26,1188,337
2,13,20,96.34,20,994,241
1,13,30,116.25,13,689,284
3,13,28,38.32,5,336,308
3,13,3,130.07,19,889,323
2,13,30,61.91,10,571,322
1,13,8,85.15,18,841,359
1,13,11,93.95,14,716,313
3,13,30,85.69,12,682,191
1,13,30,22.27,4,344,157
1,13,28,116.43,18,879,224
2,13,22,66.26,9,582,224
2,13,29,93.28,10,632,209
1,13,8,33.51,8,448,258
1,13,4,88.38,13,685,185
1,13,30,64.94,9,591,214
3,13,0,62.65,8,431,213
1,13,6,51.02,8,367,297
1,13,21,70.42,11,632,134
2,13,14,28.01,3,228,244
1,13,9,3.49,1,161,249
3,13,9,59.17,12,659,180
3,13,13,106.95,16,796,188
1,13,30,4.99,1,244,125
1,13,30,185.93,25,1042,370
1,13,30,68.16,9,538,219
1,13,18,15.94,3,365,166
1,13,6,25.56,5,355,197
3,13,28,9.05,2,221,224
3,13,30,155.93,24,1172,186
3,13,5,89.15,16,794,188
2,13,10,34.43,7,508,145
1,13,21,75.71,8,435,276
1,13,5,95.61,11,568,222
3,13,1,99.98,9,493,234
1,13,7,107.64,14,886,175
3,13,30,56.27,8,497,148
1,13,6,10.96,2,296,167
2,13,12,130.4,20,1031,243
3,13,5,53.73,9,527,193
3,13,14,62.18,7,537,135
2,13,14,29.73,5,405,214
1,13,22,54.57,7,304,373
2,13,5,72.14,11,654,187
3,13,30,24.25,3,261,229
3,13,10,116.12,18,912,253
2,13,30,71.04,11,646,125
2,13,30,32.57,8,594,143
1,13,12,44.53,7,365,306
1,13,5,42.14,6,277,397
3,13,30,8.2,1,193,192
3,13,9,102.72,19,936,204
1,13,1,82.25,13,735,142
2,13,20,7.49,1,90,310
2,13,30,35.44,6,390,197
3,13,10,39.09,10,386,400
3,13,24,21.43,5,401,139
2,13,29,36.76,6,197,490
3,13,1,121.48,20,1005,178
1,13,17,113.16,17,807,312
3,13,17,90.21,14,781,125
2,13,5,93.3,10,517,208
1,13,15,75.54,12,589,277
3,13,7,33.55,5,368,194
3,13,8,88.92,12,568,334
1,13,4,7.88,2,265,198
2,13,12,108.72,19,1056,162
1,13,30,65.45,11,589,219
1,13,30,114.2,19,897,282
1,13,30,34.83,5,469,125
3,13,30,48.54,4,349,185
1,13,11,99.13,13,759,218
1,13,24,54.28,9,507,256
2,13,17,46.48,8,418,255
1,13,29,49.07,8,479,182
3,13,6,30.3,5,180,385
3,13,6,176.47,27,1316,135
1,13,30,120.41,22,1275,151
2,13,30,39.27,7,531,158
3,13,30,12.81,1,232,160
1,13,30,111.85,17,888,155
3,13,11,172.75,27,977,432
2,13,30,54.48,11,633,132
3,13,30,43.72,7,388,240
1,13,5,150.09,26,1044,496
3,13,8,55.24,8,493,194
3,13,9,4.98,1,172,204
1,13,30,62.49,11,595,261
2,13,1,58.95,9,523,213
1,13,30,28.15,5,247,367
3,13,11,46.48,8,438,217
2,13,30,235.91,40,1937,265
1,13,14,4.46,1,160,231
2,13,12,90.84,6,411,205
2,13,6,86.96,12,665,169
2,13,22,40.44,8,529,131
3,13,3,111.32,16,859,231
1,13,7,102.37,15,857,130
2,13,7,10.68,2,232,195
3,13,15,192.09,26,1176,293
3,13,1,31.81,6,412,186
3,13,30,1.29,1,191,181
1,13,7,121.46,17,915,169
3,13,15,50.86,7,471,175
1,13,30,95.97,14,605,319
2,13,4,25.85,5,271,332
3,13,30,94.46,15,762,159
3,13,6,21.34,5,405,181
3,13,11,37.71,9,543,148
3,13,0,24.53,4,282,213
3,13,11,169.71,26,1216,284
2,13,22,56.67,10,653,153
1,13,7,151.85,21,1086,201
1,13,28,102.59,15,825,209
3,13,6,126.22,23,1008,460
3,13,30,106.24,16,944,160
2,13,2,79.14,13,600,226
3,13,1,39.27,5,446,135
2,13,20,138.03,21,993,152
1,13,13,49.18,8,475,206
3,13,30,43.57,9,392,420
3,13,7,54.63,7,429,266
3,13,30,25.93,4,259,237
3,13,23,32.62,3,250,245
2,13,21,11.69,1,226,128
1,13,30,8.38,1,99,373
2,13,30,88.57,16,828,176
2,13,2,42.6,6,340,285
3,13,0,75.42,10,513,286
1,13,30,31.36,5,351,185
3,13,30,56.22,10,540,216
2,13,30,105.04,16,861,128
2,13,30,138.26,25,1193,261
3,13,13,8.18,2,220,263
1,13,30,63.56,10,515,275
3,13,30,166.25,26,1352,155
2,13,30,15.25,3,116,397
3,13,7,64.11,11,636,239
2,13,30,4.19,1,55,412
3,13,30,197.24,28,1426,194
3,13,3,30.76,4,432,133
3,13,30,181.06,31,1444,134
2,13,2,44.61,4,428,126
1,13,11,89.87,16,549,520
2,13,28,45.55,8,507,148
1,13,13,95.31,14,503,395
3,13,13,235.33,37,1804,233
1,13,11,39.8,7,449,139
1,13,7,76.59,11,545,279
3,13,12,80.06,15,724,277
2,13,1,35.99,5,294,264
1,13,30,94.21,11,414,384
2,13,30,30.43,6,407,243
1,13,30,48.48,10,663,146
2,13,30,63.78,10,635,187
2,13,5,30.01,6,358,183
2,13,2,12.56,2,195,210
3,13,30,18.44,4,311,197
2,13,5,27.65,5,218,387
1,13,3,49.86,6,396,154
2,13,5,20.46,4,174,391
2,13,29,24.62,4,263,305
3,13,23,21.18,3,19,510
1,13,14,28.63,6,352,222
2,13,14,80.93,14,798,246
2,13,30,126.43,19,969,174
2,13,30,4.57,1,227,195
2,13,18,172.17,27,1312,183
1,13,5,23.97,5,444,170
1,13,12,4.29,1,96,283
3,13,30,23.45,4,397,199
1,13,0,14.99,1,94,269
2,13,2,237.39,36,1733,211
2,13,30,87.18,15,631,358
2,13,11,66.62,9,506,190
2,13,3,102.82,17,882,170
2,13,28,146.52,21,1116,280
3,13,30,258.25,24,1086,351
1,13,7,77.72,13,743,193
3,13,8,48.32,8,471,166
3,13,3,46.81,8,467,147
3,13,30,35.44,6,442,167
3,13,10,13.27,3,331,189
2,13,30,123.47,3,321,223
1,13,20,127.57,19,832,277
3,13,30,87.45,12,690,216
2,13,6,72.86,10,519,365
3,13,5,235.95,31,1376,378
2,13,6,94.46,13,575,391
3,13,19,86.51,15,827,149
1,13,18,103.04,15,902,128
2,13,7,111.83,18,905,207
2,13,28,43.68,8,479,264
2,13,3,28.97,3,285,217
1,13,12,35.9,6,363,184
2,13,10,27.99,4,242,244
1,13,30,26.42,6,490,152
3,13,6,118.34,14,696,171
1,13,7,60.65,10,579,268
1,13,26,34.89,4,366,127
1,13,8,47.91,9,484,249
1,13,6,46.31,7,459,242
3,13,4,114.67,11,604,168
1,13,5,27.04,4,272,248
3,13,22,84.19,13,664,214
2,13,30,15.38,2,111,286
1,13,21,68.89,9,453,289
1,13,30,33.92,5,405,138
1,13,4,82.09,12,624,210
1,13,12,33.92,5,361,192
2,13,30,70.42,7,478,169
1,13,12,35.17,7,469,167
1,13,10,65.49,9,527,204
1,13,25,48.94,8,460,238
3,13,13,147.18,20,862,369
2,13,6,94.43,16,800,324
2,13,12,10.98,2,250,197
1,13,30,55.0,8,600,153
1,13,14,24.85,4,310,217
2,13,30,16.85,3,323,153
1,13,6,50.21,8,518,138
3,13,30,21.62,5,376,161
2,13,30,4.29,1,206,189
3,13,9,4.98,1,127,318
2,13,30,32.91,4,375,137
3,13,30,50.52,10,516,202
3,13,30,63.08,11,629,181
2,13,30,135.77,21,1052,187
2,13,30,31.75,5,209,332
1,13,30,27.88,5,308,224
2,13,23,115.27,16,878,200
1,13,3,203.47,30,1389,171
2,13,30,25.62,2,138,343
2,13,2,31.44,6,491,125
1,13,9,102.23,17,857,227
2,13,1,35.94,5,286,222
1,13,7,5.99,1,86391,453
2,13,29,28.63,5,385,193
3,13,4,82.62,15,798,159
2,13,0,73.72,11,586,216
2,13,10,102.74,17,909,149
3,13,30,143.06,22,1131,165
2,13,18,154.23,23,900,581
2,13,13,41.88,6,280,216
2,13,30,147.84,21,920,375
1,13,21,123.46,21,1029,349
2,13,16,139.83,24,1188,182
2,13,30,104.03,14,764,161
3,13,19,4.29,1,144,210
1,13,30,125.08,21,1098,228
3,13,4,36.4,6,461,152
1,13,30,92.95,13,690,192
1,13,30,49.34,9,627,199
1,13,7,106.44,17,727,305
3,13,8,25.05,4,269,181
1,13,14,59.19,8,467,296
2,13,30,147.97,22,1084,219
1,13,7,252.74,38,1876,174
3,13,10,27.26,4,378,130
1,13,30,150.1,12,580,368
3,13,30,46.61,8,511,208
2,13,30,119.38,19,1022,154
3,13,30,39.77,7,508,166
3,13,30,48.82,7,306,415
3,13,3,55.0,10,566,239
3,13,6,72.63,14,876,149
3,13,30,25.66,4,255,247
1,13,0,22.74,4,332,176
1,13,30,15.85,3,90,330
3,13,19,54.98,8,468,277
3,13,0,91.03,17,894,157
1,13,25,228.76,27,1308,322
2,13,8,257.78,24,1269,196
2,13,10,7.78,2,252,168
1,13,20,310.71,49,2333,257
1,13,7,51.04,9,421,332
3,13,7,43.71,7,328,346
1,13,30,33.12,7,476,225
3,13,14,54.33,7,332,388
1,13,22,64.75,10,613,170
1,13,7,122.78,22,716,617
3,13,7,165.41,25,1301,188
3,13,14,365.83,56,2589,130
2,13,30,8.86,2,313,128
3,13,3,95.11,13,647,273
2,13,5,22.37,3,214,303
1,13,30,72.38,13,645,331
3,13,8,77.18,12,502,376
3,13,21,118.25,19,1005,158
1,13,21,2.69,1,177,291
3,13,18,8.99,1,276,174
3,13,6,270.48,45,2105,195
3,13,28,192.77,28,1379,191
2,13,3,45.5,7,341,356
1,13,29,210.85,22,1289,167
2,13,30,51.01,9,581,127
1,13,30,62.38,9,303,511
2,13,30,125.23,21,1093,231
3,13,6,285.98,38,1867,152
3,13,2,21.56,4,345,159
2,13,7,13.27,2,183,347
1,13,4,153.84,19,894,261
1,13,30,4.19,1,114,314
3,13,30,32.55,5,327,213
3,13,15,25.96,3,319,141
2,13,30,34.35,4,407,218
3,13,30,71.01,12,683,239
1,13,8,157.1,25,1121,371
3,13,26,87.39,15,552,522
1,13,14,80.96,12,495,408
2,13,13,56.69,10,552,318
3,13,9,93.14,11,643,229
1,13,4,20.95,4,429,147
3,13,2,57.84,9,536,232
1,13,26,56.72,8,486,314
3,13,1,5.49,1,172,206
3,13,1,37.94,6,436,201
1,13,19,49.92,9,633,185
3,13,7,170.99,29,1375,238
3,13,30,31.49,5,364,228
1,13,28,196.65,29,1399,227
3,13,23,80.74,13,692,135
3,13,1,59.72,4,436,130
1,13,3,28.54,4,344,132
3,13,7,159.43,27,1247,265
1,13,30,4.57,1,278,149
2,13,7,66.05,11,593,147
1,13,30,4.57,1,184,204
1,13,14,134.33,23,1216,165
2,13,30,16.55,3,310,134
2,13,30,36.85,5,466,127
3,13,7,88.62,14,555,436
3,13,3,86.95,15,580,391
3,13,30,14.58,3,290,215
1,13,30,10.33,2,204,255
2,13,19,195.39,24,1191,257
2,13,4,49.82,7,446,212
3,13,30,44.8,9,579,150
2,13,25,27.17,3,123,401
2,13,30,163.9,28,1389,149
3,13,7,24.09,3,284,152
1,13,23,97.98,18,805,371
3,13,3,29.58,6,473,135
3,13,18,28.74,5,286,252
3,13,9,56.22,9,560,188
1,13,30,110.2,18,882,235
1,13,7,56.54,10,536,346
3,13,30,106.55,13,678,197
3,13,30,55.68,8,524,141
2,13,3,55.21,10,562,305
3,14,21,143.89,19,896,219
1,14,18,66.05,9,559,221
1,14,30,69.73,10,568,221
2,14,4,31.83,5,391,156
3,14,4,48.93,7,368,223
3,14,1,19.83,4,326,168
3,14,30,81.65,13,717,162
3,14,16,43.83,6,488,142
1,14,7,56.21,8,395,286
2,14,17,175.12,28,1355,299
2,14,7,135.49,21,1048,162
3,14,30,85.12,10,522,320
3,14,9,62.15,9,584,189
3,14,26,88.64,13,727,173
3,14,30,83.61,11,700,125
3,14,21,46.24,8,460,164
3,14,30,18.13,3,86318,724
3,14,6,58.37,5,405,149
3,14,23,153.67,23,1350,246
1,14,13,129.11,17,913,153
2,14,9,91.87,16,677,349
1,14,30,140.76,21,1121,124
2,14,30,108.48,17,804,293
3,14,30,6.39,1,29,385
1,14,30,151.47,21,1019,322
1,14,16,96.29,17,849,347
1,14,13,30.03,5,360,222
1,14,30,99.78,11,663,138
1,14,20,14.48,2,189,229
2,14,19,81.69,14,649,318
1,14,6,40.11,7,460,164
1,14,15,88.61,14,744,207
3,14,9,40.93,7,458,156
3,14,0,85.4,13,702,231
3,14,30,66.9,6,397,246
3,14,30,22.95,4,135,391
3,14,30,73.68,11,567,311
3,14,29,340.38,40,1863,212
3,14,6,77.94,12,675,253
3,14,10,51.81,8,463,196
1,14,7,72.72,11,617,191
3,14,30,158.03,17,895,185
1,14,19,27.06,4,307,225
1,14,30,133.34,20,1206,135
2,14,26,44.71,11,512,331
1,14,2,44.41,8,434,204
3,14,12,87.14,13,669,207
3,14,30,13.78,1,23,442
3,14,13,41.76,6,440,196
3,14,29,104.99,17,876,175
2,14,2,73.29,10,613,164
1,14,6,131.03,20,1042,149
1,14,4,36.99,6,383,209
1,14,7,32.96,4,157,401
2,14,18,94.17,16,784,300
3,14,30,145.88,22,1118,157
1,14,30,47.6,10,539,254
2,14,30,27.47,4,269,230
3,14,30,10.88,2,236,213
1,14,22,82.21,12,649,236
1,14,13,127.03,14,762,190
1,14,2,44.37,7,399,304
1,14,30,133.15,20,1054,189
3,14,23,62.82,12,555,268
3,14,30,36.51,5,302,257
2,14,14,8.38,1,173,202
2,14,2,50.69,8,503,125
1,14,30,36.15,4,289,303
3,14,21,45.06,8,536,146
1,14,10,69.29,9,423,337
2,14,12,50.01,7,445,212
3,14,2,39.71,6,431,180
1,14,15,129.95,17,800,205
3,14,4,156.81,22,1119,224
1,14,30,89.96,13,693,163
3,14,30,15.49,2,235,219
2,14,24,65.2,9,444,351
3,14,19,73.76,14,644,244
1,14,10,10.54,2,292,151
1,14,13,46.05,7,476,158
1,14,30,27.99,1,154,285
3,14,15,34.75,5,324,261
3,14,11,50.15,9,575,126
1,14,30,66.24,12,710,238
1,14,30,73.69,10,588,237
1,14,3,13.78,1,235,166
2,14,14,86.17,11,652,136
1,14,30,51.66,9,521,193
3,14,10,27.27,4,323,185
3,14,30,47.84,8,392,289
3,14,30,50.01,8,432,226
1,14,30,23.66,4,370,126
2,14,23,147.03,25,1230,149
1,14,30,1.29,1,128,262
3,14,13,114.84,21,1058,210
3,14,30,38.99,6,419,132
1,14,30,23.73,3,240,265
3,14,11,121.31,19,820,403
2,14,8,80.26,12,696,140
3,14,30,69.11,11,671,153
3,14,12,134.7,20,1070,175
1,14,30,43.15,8,475,201
1,14,6,58.89,7,446,135
1,14,13,95.1,11,597,134
1,14,7,19.15,3,65,540
1,14,30,31.31,6,372,223
3,14,22,37.06,4,299,230
2,14,11,167.81,26,1328,129
1,14,14,86.78,16,814,247
3,14,21,29.56,4,198,330
3,14,30,17.18,2,247,196
2,14,18,34.14,6,343,234
2,14,0,125.18,20,1052,135
2,14,30,83.59,11,623,173
2,14,4,25.07,3,232,275
1,14,0,11.89,2,219,143
1,14,4,13.97,2,215,194
1,14,30,35.72,4,313,204
2,14,1,37.24,6,405,214
2,14,29,103.26,18,869,306
1,14,15,70.67,11,655,194
1,14,7,125.27,19,937,219
2,14,27,40.74,5,367,191
2,14,15,146.97,23,1106,177
1,14,30,31.16,5,350,233
1,14,22,72.16,10,561,232
3,14,30,46.19,7,266,401
2,14,0,11.87,3,249,190
2,14,6,30.88,7,235,367
3,14,10,52.79,9,512,214
1,14,19,222.99,35,1644,196
3,14,2,66.72,9,596,203
2,14,30,91.88,17,731,333
2,14,24,140.16,25,1244,212
3,14,5,63.11,8,318,396
1,14,27,89.34,14,800,164
3,14,30,16.17,3,334,152
1,14,9,31.23,6,351,305
3,14,0,11.69,1,147,218
2,14,4,115.53,13,695,201
1,14,15,63.37,9,627,125
3,14,4,203.1,26,1153,433
3,14,6,89.33,13,445,448
2,14,16,51.51,7,435,213
2,14,0,43.22,5,417,149
1,14,30,98.38,10,640,163
1,14,14,88.24,13,664,197
3,14,12,26.43,5,320,241
3,14,6,6.39,1,179,182
3,14,30,107.94,6,475,133
3,14,5,29.14,5,464,154
2,14,2,59.95,8,494,177
